order_details_id,quantity,order_id,date,time,name,category,pizza_id,size,price
267,1,111,2015-01-02,18:38:01,"The Five Cheese Pizza",Veggie,five_cheese_l,L,18.5
266,1,111,2015-01-02,18:38:01,"The California Chicken Pizza",Chicken,cali_ckn_m,M,16.75
270,1,112,2015-01-02,18:41:40,"The Pepperoni Pizza",Classic,pepperoni_s,S,9.75
273,1,113,2015-01-02,18:50:21,"The Southwest Chicken Pizza",Chicken,southw_ckn_m,M,16.75
272,1,113,2015-01-02,18:50:21,"The Mexicana Pizza",Veggie,mexicana_l,L,20.25
271,1,113,2015-01-02,18:50:21,"The California Chicken Pizza",Chicken,cali_ckn_l,L,20.75
275,1,114,2015-01-02,18:59:32,"The Sicilian Pizza",Supreme,sicilian_s,S,12.25
274,1,114,2015-01-02,18:59:32,"The Pepperoni Pizza",Classic,pepperoni_l,L,15.25
278,1,115,2015-01-02,19:05:17,"The Thai Chicken Pizza",Chicken,thai_ckn_m,M,16.75
277,1,115,2015-01-02,19:05:17,"The Napolitana Pizza",Classic,napolitana_l,L,20.5
276,1,115,2015-01-02,19:05:17,"The Big Meat Pizza",Classic,big_meat_s,S,12
279,1,116,2015-01-02,19:18:49,"The Five Cheese Pizza",Veggie,five_cheese_l,L,18.5
281,1,117,2015-01-02,19:23:02,"The Sicilian Pizza",Supreme,sicilian_l,L,20.25
280,1,117,2015-01-02,19:23:02,"The Pepper Salami Pizza",Supreme,peppr_salami_m,M,16.5
283,1,118,2015-01-02,19:26:59,"The Spinach and Feta Pizza",Veggie,spinach_fet_s,S,12
282,1,118,2015-01-02,19:26:59,"The Prosciutto and Arugula Pizza",Supreme,prsc_argla_l,L,20.75
284,1,119,2015-01-02,19:32:29,"The Four Cheese Pizza",Veggie,four_cheese_m,M,14.75
287,1,120,2015-01-02,19:35:07,"The Spinach and Feta Pizza",Veggie,spinach_fet_l,L,20.25
286,1,120,2015-01-02,19:35:07,"The Hawaiian Pizza",Classic,hawaiian_s,S,10.5
285,1,120,2015-01-02,19:35:07,"The Classic Deluxe Pizza",Classic,classic_dlx_s,S,12
291,1,121,2015-01-02,19:38:48,"The Southwest Chicken Pizza",Chicken,southw_ckn_l,L,20.75
290,1,121,2015-01-02,19:38:48,"The Sicilian Pizza",Supreme,sicilian_l,L,20.25
289,1,121,2015-01-02,19:38:48,"The Four Cheese Pizza",Veggie,four_cheese_l,L,17.95
288,1,121,2015-01-02,19:38:48,"The Barbecue Chicken Pizza",Chicken,bbq_ckn_m,M,16.75
292,1,122,2015-01-02,19:50:19,"The Italian Supreme Pizza",Supreme,ital_supr_m,M,16.5
293,1,123,2015-01-02,20:12:09,"The Italian Capocollo Pizza",Classic,ital_cpcllo_s,S,12
297,1,124,2015-01-02,20:12:34,"The Greek Pizza",Classic,the_greek_s,S,12
296,1,124,2015-01-02,20:12:34,"The Spicy Italian Pizza",Supreme,spicy_ital_l,L,20.75
295,1,124,2015-01-02,20:12:34,"The Sicilian Pizza",Supreme,sicilian_l,L,20.25
294,1,124,2015-01-02,20:12:34,"The Barbecue Chicken Pizza",Chicken,bbq_ckn_s,S,12.75
298,1,125,2015-01-02,20:31:06,"The Greek Pizza",Classic,the_greek_xl,XL,25.5
299,1,126,2015-01-02,20:53:42,"The Vegetables + Vegetables Pizza",Veggie,veggie_veg_l,L,20.25
300,1,127,2015-01-02,20:58:23,"The Pepperoni Pizza",Classic,pepperoni_m,M,12.5
301,1,128,2015-01-02,21:05:06,"The Spicy Italian Pizza",Supreme,spicy_ital_s,S,12.5
303,1,129,2015-01-02,21:13:02,"The Greek Pizza",Classic,the_greek_m,M,16
302,1,129,2015-01-02,21:13:02,"The Big Meat Pizza",Classic,big_meat_s,S,12
307,1,130,2015-01-02,21:14:55,"The Southwest Chicken Pizza",Chicken,southw_ckn_s,S,12.75
306,1,130,2015-01-02,21:14:55,"The Mexicana Pizza",Veggie,mexicana_m,M,16
305,1,130,2015-01-02,21:14:55,"The Italian Capocollo Pizza",Classic,ital_cpcllo_l,L,20.5
304,1,130,2015-01-02,21:14:55,"The Hawaiian Pizza",Classic,hawaiian_s,S,10.5
311,1,131,2015-01-02,21:33:10,"The Spinach Supreme Pizza",Supreme,spinach_supr_s,S,12.5
310,1,131,2015-01-02,21:33:10,"The Green Garden Pizza",Veggie,green_garden_s,S,12
309,1,131,2015-01-02,21:33:10,"The Five Cheese Pizza",Veggie,five_cheese_l,L,18.5
308,1,131,2015-01-02,21:33:10,"The Chicken Pesto Pizza",Chicken,ckn_pesto_l,L,20.75
312,1,132,2015-01-02,21:42:45,"The Pepperoni Pizza",Classic,pepperoni_s,S,9.75
315,1,133,2015-01-02,22:00:17,"The Greek Pizza",Classic,the_greek_s,S,12
314,1,133,2015-01-02,22:00:17,"The Hawaiian Pizza",Classic,hawaiian_l,L,16.5
313,1,133,2015-01-02,22:00:17,"The Barbecue Chicken Pizza",Chicken,bbq_ckn_l,L,20.75
318,1,134,2015-01-02,22:13:24,"The Spinach Supreme Pizza",Supreme,spinach_supr_s,S,12.5
317,1,134,2015-01-02,22:13:24,"The Southwest Chicken Pizza",Chicken,southw_ckn_l,L,20.75
316,1,134,2015-01-02,22:13:24,"The Big Meat Pizza",Classic,big_meat_s,S,12
319,1,135,2015-01-02,22:29:34,"The Vegetables + Vegetables Pizza",Veggie,veggie_veg_l,L,20.25
321,1,136,2015-01-02,22:32:49,"The Pepper Salami Pizza",Supreme,peppr_salami_s,S,12.5
320,1,136,2015-01-02,22:32:49,"The Five Cheese Pizza",Veggie,five_cheese_l,L,18.5
324,1,137,2015-01-03,11:34:10,"The Spicy Italian Pizza",Supreme,spicy_ital_m,M,16.5
323,1,137,2015-01-03,11:34:10,"The Pepperoni Pizza",Classic,pepperoni_s,S,9.75
322,1,137,2015-01-03,11:34:10,"The Mediterranean Pizza",Veggie,mediterraneo_l,L,20.25
328,1,138,2015-01-03,11:44:50,"The Sicilian Pizza",Supreme,sicilian_m,M,16.25
327,1,138,2015-01-03,11:44:50,"The Italian Vegetables Pizza",Veggie,ital_veggie_l,L,21
326,1,138,2015-01-03,11:44:50,"The Four Cheese Pizza",Veggie,four_cheese_l,L,17.95
325,1,138,2015-01-03,11:44:50,"The California Chicken Pizza",Chicken,cali_ckn_m,M,16.75
329,1,139,2015-01-03,11:57:39,"The Five Cheese Pizza",Veggie,five_cheese_l,L,18.5
330,1,140,2015-01-03,12:26:44,"The Prosciutto and Arugula Pizza",Supreme,prsc_argla_s,S,12.5
